监测时间,SO2,NO2,PM10,PM2_5,O3,CO,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI,PM2_5_IAQI,PM10_IAQI,AQI,AQI_Category
2021-06-02,3,32,24,8,47,0.5,3,40,13,24,11,24,40,优
2021-06-03,3,25,32,11,84,0.6,3,31,15,42,16,32,42,优
2021-06-04,3,25,22,8,59,0.6,3,31,15,30,11,22,31,优
2021-06-05,7,30,40,18,168,0.6,7,38,15,107,26,40,107,轻度污染
2021-06-06,12,32,58,34,212,0.7,12,40,18,147,49,54,147,轻度污染
2021-06-07,8,19,38,24,192,0.6,8,24,15,129,34,38,129,轻度污染
2021-06-08,8,23,37,17,197,0.5,8,29,13,134,24,37,134,轻度污染
2021-06-09,8,24,23,6,88,0.4,8,30,10,44,9,23,44,优
2021-06-10,8,27,23,7,93,0.4,8,34,10,47,10,23,47,优
2021-06-11,8,26,30,8,86,0.4,8,33,10,43,11,30,43,优
2021-06-12,7,21,18,4,46,0.4,7,26,10,23,6,18,26,优
2021-06-13,6,27,21,4,35,0.4,6,34,10,18,6,21,34,优
2021-06-14,5,17,22,5,35,0.4,5,21,10,18,7,22,22,优
2021-06-15,5,16,26,8,67,0.4,5,20,10,34,11,26,34,优
2021-06-16,5,13,26,9,64,0.4,5,16,10,32,13,26,32,优
2021-06-17,4,19,26,8,45,0.4,4,24,10,23,11,26,26,优
2021-06-18,5,15,28,10,87,0.4,5,19,10,44,14,28,44,优
2021-06-19,5,13,30,12,96,0.4,5,16,10,48,17,30,48,优
2021-06-20,7,12,33,13,96,0.4,7,15,10,48,19,33,48,优
2021-06-21,6,16,35,15,95,0.4,6,20,10,48,21,35,48,优
2021-06-22,4,34,22,12,88,0.4,4,43,10,44,17,22,44,优
2021-06-23,4,29,22,12,62,0.4,4,36,10,31,17,22,36,优
2021-06-24,5,38,32,16,49,0.5,5,48,13,25,23,32,48,优
2021-06-25,5,25,32,16,90,0.5,5,31,13,45,23,32,45,优
2021-06-26,4,32,34,14,65,0.4,4,40,10,33,20,34,40,优
2021-06-27,4,15,34,14,68,0.4,4,19,10,34,20,34,34,优
2021-06-28,5,16,33,13,65,0.4,5,20,10,33,19,33,33,优
2021-06-29,6,14,33,13,59,0.5,6,18,13,30,19,33,33,优
2021-06-30,5,11,32,12,54,0.5,5,14,13,27,17,32,32,优
2021-07-01,5,8,33,12,69,0.5,5,10,13,35,17,33,35,优
2021-07-02,6,10,31,10,74,0.5,6,13,13,37,14,31,37,优
2021-07-03,6,12,34,13,67,0.5,6,15,13,34,19,34,34,优
2021-07-04,6,10,27,10,93,0.4,6,13,10,47,14,27,47,优
2021-07-05,6,19,21,4,64,0.4,6,24,10,32,6,21,32,优
2021-07-06,6,25,25,4,39,0.4,6,31,10,20,6,25,31,优
2021-07-07,5,18,18,3,54,0.4,5,23,10,27,4,18,27,优
2021-07-08,5,15,18,3,64,0.4,5,19,10,32,4,18,32,优
2021-07-09,7,17,28,12,146,0.4,7,21,10,88,17,28,88,良
2021-07-10,6,13,20,5,81,0.4,6,16,10,41,7,20,41,优
2021-07-11,6,11,20,3,63,0.3,6,14,8,32,4,20,32,优
2021-07-12,6,11,17,5,81,0.4,6,14,10,41,7,17,41,优
